StudentID	Session	Walkthrough	Feedback	ProblemNumber	StartTime	EndTime	SecondsElapsed	ElapsedTime	Problem Type	Descriptive Problem Type	Generic Prob Type	Type Attempt	Generic Type Attempt	Formula Attempts	HintRequests	FixWithHelp	|modHintReq	|modFixWithHelp	EFFORT	IN1Error	IN2Error	EX1Error	EX2Error	EX3Error	Formulas Entered	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	OriginalOrder	StudID	Student	Snum	Session	MATH	Condition	Opp1	LnOpp1	ProbNum	Opp30	LnOpp30	ElapsedTime	ElapsedMinutes	CrtTimeSec	Skills6	Opp6	LnOpp6	Time6	Skills5	Opp5	LnOpp5	Skills4	Opp4	LnOpp4	Skills3	Opp3	LnOpp3	Time3	AbsRefSkill	OppAbsRef	LnOppAbsRef	LnOppAbsRefFirst	LnOppRelRef	AbsCompSkill	LnOppAbsComp	Skills2	Opp2	LnOpp2	FormulaAttempts	Incorrects	Partial-Credit-Crt	Hints	ErrorRate	Assistance-Score	Assist-Prob	SuccessMod	AssistProbMod
1	1	noWT	IN	11	7/10/2002 10:31:19	7/10/2002 10:32:36	77	01:17.0	5	Abs-Row-Col	Absolute	2		2	1	0	1	0	3	0	0	0	0	0	'=$B1*B5	'=$B$1*B5																11	1	S1	1	1	3	IN	11	2.397895273	11	1	0	01:17.0	1.283333333		double abs	2	0.693147181	4.3	double abs	2	0.693147181	double abs	2	0.693147181	two refs	3	1.098612289	8.266666667	2	8	2.197224577	1.945910149	0	1	1.098612289	Absolute	7	1.945910149	2	1	0.5	1	1	2	0.333333333	0	0.333333333
1	1	noWT	IN	12	7/10/2002 10:33:00	7/10/2002 10:36:55	235	03:55.0	6	Matrix	Absolute	2		3	1	1	1	2	6	2	1	0	0	0	'=A5*C2	'=A$5*$C2	'=$A5*C$2															12	1	S1	1	1	3	IN	12	2.48490665	12	1	0	03:55.0	3.916666667		matrix	2	0.693147181	3.966666667	matrix	2	0.693147181	matrix	2	0.693147181	two refs	4	1.386294361	9.55	2	10	2.397895273	2.079441542	0	1	1.386294361	Absolute	8	2.079441542	3	2	0.333333333	1	1	3	0.25	0	0.25
1	1	noWT	IN	13	7/10/2002 10:37:09	7/10/2002 10:37:31	22	00:22.0	3	Rel-Horiz	Relative	3		1	0	0	0	0	1	0	0	0	0	0	'=B3*B4																	13	1	S1	1	1	3	IN	13	2.564949357	13	1	0	00:22.0	0.366666667	22	zero refs col	3	1.098612289	1.383333333	zero refs	5	1.609437912	zero refs	5	1.609437912	zero refs	5	1.609437912	2.483333333	0	0	0	0	1.609437912	0	0	Relative	5	1.609437912	1	0	1	0	0	0	1	1	1
1	1	noWT	IN	14	7/10/2002 10:37:48	7/10/2002 10:38:46	58	00:58.0	2	Abs-Row	Absolute	3		1	0	0	0	0	1	0	0	0	0	0	'=$A$2*$C4																	14	1	S1	1	1	3	IN	14	2.63905733	14	1	0	00:58.0	0.966666667	58	one ref row	3	1.098612289	2.483333333	one ref row	3	1.098612289	one ref	5	1.609437912	one ref	5	1.609437912	3.583333333	1	12	2.564949357	2.197224577	0	0	0	Absolute	9	2.197224577	1	0	1	0	0	0	1	1	1
1	1	noWT	IN	15	7/10/2002 10:38:58	7/10/2002 10:39:36	38	00:38.0	4	Rel-Vert	Relative	3		1	0	0	0	0	1	0	0	0	0	0	'=$B2*$C2																	15	1	S1	1	1	3	IN	15	2.708050201	15	1	0	00:38.0	0.633333333	38	zero refs row	3	1.098612289	1.1	zero refs	6	1.791759469	zero refs	6	1.791759469	zero refs	6	1.791759469	2.85	0	0	0	0	1.791759469	0	0	Relative	6	1.791759469	1	0	1	0	0	0	1	1	1
1	1	noWT	IN	16	7/10/2002 10:39:48	7/10/2002 10:40:11	23	00:23.0	1	Abs-Col	Absolute	3		1	0	0	0	0	1	0	0	0	0	0	'=$B2*B6																	16	1	S1	1	1	3	IN	16	2.772588722	16	1	0	00:23.0	0.383333333	23	one ref col	3	1.098612289	1.1	one ref col	3	1.098612289	one ref	6	1.791759469	one ref	6	1.791759469	4.55	1	13	2.63905733	2.302585093	0	0	0	Absolute	10	2.302585093	1	0	1	0	0	0	1	1	1
1	1	noWT	IN	17	7/10/2002 10:40:37	7/10/2002 10:43:45	188	03:08.0	5	Abs-Row-Col	Absolute	3		4	0	1	0	2	6	1	0	0	0	0	'=$B3*C7	'=$B3*$C7	'=$B3*C$7	'=$B$3*C7														17	1	S1	1	1	3	IN	17	2.833213344	17	1	0	03:08.0	3.133333333		double abs	3	1.098612289	5.583333333	double abs	3	1.098612289	double abs	3	1.098612289	two refs	5	1.609437912	13.46666667	2	14	2.708050201	2.397895273	0	1	1.609437912	Absolute	11	2.397895273	4	3	0.25	0	1	3	0.25	0	0.25
1	1	noWT	IN	18	7/10/2002 10:44:02	7/10/2002 10:47:44	222	03:42.0	6	Matrix	Absolute	3		5	1	1	1	2	8	2	1	0	0	0	'=B3*C2	'=C2*B3	'=$C2*B3	'=$C2*B$3	'=$B3*C$2													18	1	S1	1	1	3	IN	18	2.890371758	18	1	0	03:42.0	3.7		matrix	3	1.098612289	7.883333333	matrix	3	1.098612289	matrix	3	1.098612289	two refs	6	1.791759469	16.6	2	16	2.833213344	2.48490665	0	1	1.791759469	Absolute	12	2.48490665	5	4	0.2	1	1	5	0.166666667	0	0.166666667
1	1	noWT	IN	19	7/10/2002 10:47:54	7/10/2002 10:48:14	20	00:20.0	3	Rel-Horiz	Relative	4		1	0	0	0	0	1	0	0	0	0	0	'=B4*B5																	19	1	S1	1	1	3	IN	19	2.944438979	19	1	0	00:20.0	0.333333333	20	zero refs col	4	1.386294361	1.75	zero refs	7	1.945910149	zero refs	7	1.945910149	zero refs	7	1.945910149	3.483333333	0	0	0	0	1.945910149	0	0	Relative	7	1.945910149	1	0	1	0	0	0	1	1	1
1	1	noWT	IN	20	7/10/2002 10:48:26	7/10/2002 10:49:28	62	01:02.0	2	Abs-Row	Absolute	4		4	0	0	0	0	4	0	0	0	0	0	'=B12*B2	'=$B12*B2	'=$B$12*B2	'=B$12*B2														20	1	S1	1	1	3	IN	20	2.995732274	20	1	0	01:02.0	1.033333333		one ref row	4	1.386294361	3.45	one ref row	4	1.386294361	one ref	7	1.945910149	one ref	7	1.945910149	4.933333333	1	18	2.944438979	2.564949357	0	0	0	Absolute	13	2.564949357	4	3	0.25	0	1	3	0.25	0	0.333333333
1	1	noWT	IN	21	7/10/2002 10:49:41	7/10/2002 10:50:17	36	00:36.0	4	Rel-Vert	Relative	4		1	0	0	0	0	1	0	0	0	0	0	'=$B2*$C2																	21	1	S1	1	1	3	IN	21	3.044522438	21	1	0	00:36.0	0.6	36	zero refs row	4	1.386294361	1.733333333	zero refs	8	2.079441542	zero refs	8	2.079441542	zero refs	8	2.079441542	3.816666667	0	0	0	0	2.079441542	0	0	Relative	8	2.079441542	1	0	1	0	0	0	1	1	1
1	1	noWT	IN	22	7/10/2002 10:50:47	7/10/2002 10:51:28	41	00:41.0	1	Abs-Col	Absolute	4		2	0	0	0	0	2	0	0	0	0	0	'=C2*B7	'=$C2*B7																22	1	S1	1	1	3	IN	22	3.091042453	22	1	0	00:41.0	0.683333333		one ref col	4	1.386294361	1.483333333	one ref col	4	1.386294361	one ref	8	2.079441542	one ref	8	2.079441542	5.966666667	1	19	2.995732274	2.63905733	0	0	0	Absolute	14	2.63905733	2	1	0.5	0	1	1	0.5	0	0.5
1	1	noWT	IN	23	7/10/2002 10:51:41	7/10/2002 10:52:59	78	01:18.0	5	Abs-Row-Col	Absolute	4		2	0	0	0	0	2	0	0	0	0	0	'=$A2*B5	'=$A$2*B5																23	1	S1	1	1	3	IN	23	3.135494216	23	1	0	01:18.0	1.3		double abs	4	1.386294361	8.716666667	double abs	4	1.386294361	double abs	4	1.386294361	two refs	7	1.945910149	20.3	2	20	3.044522438	2.708050201	0	1	1.945910149	Absolute	15	2.708050201	2	1	0.5	0	1	1	0.5	0	0.5
1	1	noWT	IN	24	7/10/2002 10:53:10	7/10/2002 10:53:52	42	00:42.0	6	Matrix	Absolute	4		1	0	0	0	0	1	0	0	0	0	0	'=$B4*C$2																	24	1	S1	1	1	3	IN	24	3.17805383	24	1	0	00:42.0	0.7	42	matrix	4	1.386294361	11.58333333	matrix	4	1.386294361	matrix	4	1.386294361	two refs	8	2.079441542	21.6	2	22	3.135494216	2.772588722	0	1	2.079441542	Absolute	16	2.772588722	1	0	1	0	0	0	1	1	1
1	1	noWT	IN	25	7/10/2002 10:54:12	7/10/2002 10:54:51	39	00:39.0	2	Abs-Row	Absolute	5		1	0	0	0	0	1	0	0	0	0	0	'=$B$2*$B8																	25	1	S1	1	1	3	IN	25	3.218875825	25	1	0	00:39.0	0.65	39	one ref row	5	1.609437912	4.483333333	one ref row	5	1.609437912	one ref	9	2.197224577	one ref	9	2.197224577	6.65	1	24	3.218875825	2.833213344	0	0	0	Absolute	17	2.833213344	1	0	1	0	0	0	1	1	1
1	1	noWT	IN	26	7/10/2002 10:55:01	7/10/2002 10:55:46	45	00:45.0	1	Abs-Col	Absolute	5		2	0	0	0	0	2	0	0	0	0	0	'=B7*B2	'=$B$7*B$2																26	1	S1	1	1	3	IN	26	3.258096538	26	1	0	00:45.0	0.75		one ref col	5	1.609437912	2.166666667	one ref col	5	1.609437912	one ref	10	2.302585093	one ref	10	2.302585093	7.3	1	25	3.258096538	2.890371758	0	0	0	Absolute	18	2.890371758	2	1	0.5	0	1	1	0.5	0	0.5
1	1	noWT	IN	27	7/10/2002 10:56:11	7/10/2002 10:57:14	63	01:03.0	5	Abs-Row-Col	Absolute	5		2	0	0	0	0	2	0	0	0	0	0	'=$A2*B5	'=$A$2*B5																27	1	S1	1	1	3	IN	27	3.295836866	27	1	0	01:03.0	1.05		double abs	5	1.609437912	10.01666667	double abs	5	1.609437912	double abs	5	1.609437912	two refs	9	2.197224577	22.3	2	26	3.295836866	2.944438979	0	1	2.197224577	Absolute	19	2.944438979	2	1	0.5	0	1	1	0.5	0	0.5
1	1	noWT	IN	28	7/10/2002 10:57:36	7/10/2002 10:58:18	42	00:42.0	6	Matrix	Absolute	5		1	0	0	0	0	1	0	0	0	0	0	'=$B3*C$2																	28	1	S1	1	1	3	IN	28	3.33220451	28	1	0	00:42.0	0.7	42	matrix	5	1.609437912	12.28333333	matrix	5	1.609437912	matrix	5	1.609437912	two refs	10	2.302585093	23.35	2	28	3.36729583	2.995732274	0	1	2.302585093	Absolute	20	2.995732274	1	0	1	0	0	0	1	1	1
1	1	noWT	IN	29	7/10/2002 10:58:36	7/10/2002 10:59:16	40	00:40.0	5	Abs-Row-Col	Absolute	6		2	0	0	0	0	2	0	0	0	0	0	'=B1*B5	'=$B$1*B5																29	1	S1	1	1	3	IN	29	3.36729583	29	1	0	00:40.0	0.666666667		double abs	6	1.791759469	11.06666667	double abs	6	1.791759469	double abs	6	1.791759469	two refs	11	2.397895273	24.05	2	30	3.433987204	3.044522438	0	1	2.397895273	Absolute	21	3.044522438	2	1	0.5	0	1	1	0.5	0	0.5
1	1	noWT	IN	30	7/10/2002 10:59:40	7/10/2002 11:00:07	27	00:27.0	6	Matrix	Absolute	6		1	0	0	0	0	1	0	0	0	0	0	'=$B8*C$2																	30	1	S1	1	1	3	IN	30	3.401197382	30	1	0	00:27.0	0.45	27	matrix	6	1.791759469	12.98333333	matrix	6	1.791759469	matrix	6	1.791759469	two refs	12	2.48490665	24.71666667	2	32	3.496507561	3.091042453	0	1	2.48490665	Absolute	22	3.091042453	1	0	1	0	0	0	1	1	1
1	1	noWT	IN	1	7/10/2002 11:02:40	7/10/2002 11:03:03	23	00:23.0	3	Rel-Horiz	Relative	5		1	0	0	0	0	1	0	0	0	0	0	'=B4*B5																	31	1	S1	1	1	3	IN	31	3.433987204	1	2	0.693147181	00:23.0	0.383333333	23	zero refs col	5	1.609437912	2.083333333	zero refs	9	2.197224577	zero refs	9	2.197224577	zero refs	9	2.197224577	4.416666667	0	0	0	0	2.197224577	0	0	Relative	9	2.197224577	1	0	1	0	0	0	1	1	1
1	1	noWT	IN	2	7/10/2002 11:03:16	7/10/2002 11:03:46	30	00:30.0	2	Abs-Row	Absolute	6		1	0	0	0	0	1	0	0	0	0	0	'=$B$2*$A5																	32	1	S1	1	1	3	IN	32	3.465735903	2	2	0.693147181	00:30.0	0.5	30	one ref row	6	1.791759469	5.133333333	one ref row	6	1.791759469	one ref	11	2.397895273	one ref	11	2.397895273	8.05	1	34	3.555348061	3.135494216	0	0	0	Absolute	23	3.135494216	1	0	1	0	0	0	1	1	1
1	1	noWT	IN	3	7/10/2002 11:03:56	7/10/2002 11:04:24	28	00:28.0	4	Rel-Vert	Relative	5		1	0	0	0	0	1	0	0	0	0	0	'=B2*C2																	33	1	S1	1	1	3	IN	33	3.496507561	3	2	0.693147181	00:28.0	0.466666667	28	zero refs row	5	1.609437912	2.333333333	zero refs	10	2.302585093	zero refs	10	2.302585093	zero refs	10	2.302585093	4.8	0	0	0	0	2.302585093	0	0	Relative	10	2.302585093	1	0	1	0	0	0	1	1	1
1	1	noWT	IN	4	7/10/2002 11:04:31	7/10/2002 11:04:49	18	00:18.0	1	Abs-Col	Absolute	6		1	0	0	0	0	1	0	0	0	0	0	'=$A5*B2																	34	1	S1	1	1	3	IN	34	3.526360525	4	2	0.693147181	00:18.0	0.3	18	one ref col	6	1.791759469	2.916666667	one ref col	6	1.791759469	one ref	12	2.48490665	one ref	12	2.48490665	8.55	1	35	3.583518938	3.17805383	0	0	0	Absolute	24	3.17805383	1	0	1	0	0	0	1	1	1
1	1	noWT	IN	5	7/10/2002 11:04:59	7/10/2002 11:05:30	31	00:31.0	5	Abs-Row-Col	Absolute	7		2	0	0	0	0	2	0	0	0	0	0	'=B3*B7	'=$B$3*B7																35	1	S1	1	1	3	IN	35	3.555348061	5	2	0.693147181	00:31.0	0.516666667		double abs	7	1.945910149	11.73333333	double abs	7	1.945910149	double abs	7	1.945910149	two refs	13	2.564949357	25.16666667	2	36	3.610917913	3.218875825	0	1	2.564949357	Absolute	25	3.218875825	2	1	0.5	0	1	1	0.5	0	0.5
1	1	noWT	IN	6	7/10/2002 11:05:39	7/10/2002 11:06:14	35	00:35.0	6	Matrix	Absolute	7		2	0	0	0	0	2	0	0	0	0	0	'=B4*C2	'=$B4*C$2																36	1	S1	1	1	3	IN	36	3.583518938	6	2	0.693147181	00:35.0	0.583333333		matrix	7	1.945910149	13.43333333	matrix	7	1.945910149	matrix	7	1.945910149	two refs	14	2.63905733	25.68333333	2	38	3.663561646	3.258096538	0	1	2.63905733	Absolute	26	3.258096538	2	1	0.5	0	1	1	0.5	0	0.5
1	2	noWT	IN	1	7/11/2002 9:07:57	7/11/2002 9:08:32	35	00:35.0	3	Rel-Horiz	Relative	6		1	0	0	0	0	1	0	0	0	0	0	'=B4*B5																	37	1	S1	1	2	3	IN	37	3.610917913	1	3	1.098612289	00:35.0	0.583333333	35	zero refs col	6	1.791759469	2.466666667	zero refs	11	2.397895273	zero refs	11	2.397895273	zero refs	11	2.397895273	5.266666667	0	0	0	0	2.397895273	0	0	Relative	11	2.397895273	1	0	1	0	0	0	1	1	1
1	2	noWT	IN	2	7/11/2002 9:08:44	7/11/2002 9:09:42	58	00:58.0	2	Abs-Row	Absolute	7		3	0	0	0	0	3	0	0	0	0	0	'=$B2*A5	'=$B$2*A5	'=B$2*A5															38	1	S1	1	2	3	IN	38	3.63758616	2	3	1.098612289	00:58.0	0.966666667		one ref row	7	1.945910149	5.633333333	one ref row	7	1.945910149	one ref	13	2.564949357	one ref	13	2.564949357	8.85	1	40	3.713572067	3.295836866	0	0	0	Absolute	27	3.295836866	3	2	0.333333333	0	1	2	0.333333333	0	0.5
1	2	noWT	IN	3	7/11/2002 9:10:00	7/11/2002 9:10:51	51	00:51.0	4	Rel-Vert	Relative	6		2	0	0	0	0	2	0	0	0	0	0	'=B2*C2	'=$B2*$C2																39	1	S1	1	2	3	IN	39	3.663561646	3	3	1.098612289	00:51.0	0.85		zero refs row	6	1.791759469	2.8	zero refs	12	2.48490665	zero refs	12	2.48490665	zero refs	12	2.48490665	5.85	0	0	0	0	2.48490665	0	0	Relative	12	2.48490665	2	1	0.5	0	1	1	0.5	1	1
1	2	noWT	IN	4	7/11/2002 9:11:05	7/11/2002 9:11:26	21	00:21.0	1	Abs-Col	Absolute	7		1	0	0	0	0	1	0	0	0	0	0	'=$A5*B2																	40	1	S1	1	2	3	IN	40	3.688879454	4	3	1.098612289	00:21.0	0.35	21	one ref col	7	1.945910149	3.216666667	one ref col	7	1.945910149	one ref	14	2.63905733	one ref	14	2.63905733	9.816666667	1	41	3.737669618	3.33220451	0	0	0	Absolute	28	3.33220451	1	0	1	0	0	0	1	1	1
1	2	noWT	IN	5	7/11/2002 9:11:41	7/11/2002 9:12:22	41	00:41.0	5	Abs-Row-Col	Absolute	8		1	0	0	0	0	1	0	0	0	0	0	'=$B$3*B7																	41	1	S1	1	2	3	IN	41	3.713572067	5	3	1.098612289	00:41.0	0.683333333	41	double abs	8	2.079441542	12.25	double abs	8	2.079441542	double abs	8	2.079441542	two refs	15	2.708050201	26.26666667	2	42	3.761200116	3.36729583	0	1	2.708050201	Absolute	29	3.36729583	1	0	1	0	0	0	1	1	1
1	2	noWT	IN	6	7/11/2002 9:12:32	7/11/2002 9:15:34	182	03:02.0	6	Matrix	Absolute	8		6	1	0	1	0	7	0	0	0	0	0	'=B3*B7	'=$B4*C$2	'=$B4*C$2	'=$B4*C$2	'=$B4*C$2	'=$B4*C$2												42	1	S1	1	2	3	IN	42	3.737669618	6	3	1.098612289	03:02.0	3.033333333		matrix	8	2.079441542	14.01666667	matrix	8	2.079441542	matrix	8	2.079441542	two refs	16	2.772588722	26.95	2	44	3.80666249	3.401197382	0	1	2.772588722	Absolute	30	3.401197382	6	5	0.166666667	1	1	6	0.142857143	0	0.333333333
1	2	noWT	IN	7	7/11/2002 9:16:39	7/11/2002 9:17:00	21	00:21.0	3	Rel-Horiz	Relative	7		1	0	0	0	0	1	0	0	0	0	0	'=B3*B4																	43	1	S1	1	2	3	IN	43	3.761200116	7	2	0.693147181	00:21.0	0.35	21	zero refs col	7	1.945910149	3.05	zero refs	13	2.564949357	zero refs	13	2.564949357	zero refs	13	2.564949357	6.7	0	0	0	0	2.564949357	0	0	Relative	13	2.564949357	1	0	1	0	0	0	1	1	1
1	2	noWT	IN	8	7/11/2002 9:17:08	7/11/2002 9:17:50	42	00:42.0	2	Abs-Row	Absolute	8		1	0	0	0	0	1	0	0	0	0	0	'=$B$1*B4																	44	1	S1	1	2	3	IN	44	3.784189634	8	2	0.693147181	00:42.0	0.7	42	one ref row	8	2.079441542	6.6	one ref row	8	2.079441542	one ref	15	2.708050201	one ref	15	2.708050201	10.16666667	1	46	3.850147602	3.433987204	0	0	0	Absolute	31	3.433987204	1	0	1	0	0	0	1	1	1
1	2	noWT	IN	9	7/11/2002 9:18:15	7/11/2002 9:19:10	55	00:55.0	4	Rel-Vert	Relative	7		2	0	0	0	0	2	0	0	0	0	0	'=B2*C2	'=B2*C2																45	1	S1	1	2	3	IN	45	3.80666249	9	2	0.693147181	00:55.0	0.916666667		zero refs row	7	1.945910149	3.65	zero refs	14	2.63905733	zero refs	14	2.63905733	zero refs	14	2.63905733	7.05	0	0	0	0	2.63905733	0	0	Relative	14	2.63905733	2	1	0.5	0	1	1	0.5	1	1
1	2	noWT	IN	10	7/11/2002 9:19:21	7/11/2002 9:19:50	29	00:29.0	1	Abs-Col	Absolute	8		2	0	0	0	0	2	0	0	0	0	0	'=A5*B2	'=$A5*B2																46	1	S1	1	2	3	IN	46	3.828641396	10	2	0.693147181	00:29.0	0.483333333		one ref col	8	2.079441542	3.566666667	one ref col	8	2.079441542	one ref	16	2.772588722	one ref	16	2.772588722	10.86666667	1	47	3.871201011	3.465735903	0	0	0	Absolute	32	3.465735903	2	1	0.5	0	1	1	0.5	0	0.5
1	2	noWT	IN	11	7/11/2002 9:20:00	7/11/2002 9:20:29	29	00:29.0	5	Abs-Row-Col	Absolute	9		1	0	0	0	0	1	0	0	0	0	0	'=$B$1*B5																	47	1	S1	1	2	3	IN	47	3.850147602	11	2	0.693147181	00:29.0	0.483333333	29	double abs	9	2.197224577	12.93333333	double abs	9	2.197224577	double abs	9	2.197224577	two refs	17	2.833213344	29.98333333	2	48	3.891820298	3.496507561	0	1	2.833213344	Absolute	33	3.496507561	1	0	1	0	0	0	1	1	1
1	2	noWT	IN	12	7/11/2002 9:20:57	7/11/2002 9:22:05	68	01:08.0	6	Matrix	Absolute	9		1	0	0	0	0	1	0	0	0	0	0	'=$A5*C$2																	48	1	S1	1	2	3	IN	48	3.871201011	12	2	0.693147181	01:08.0	1.133333333	68	matrix	9	2.197224577	17.05	matrix	9	2.197224577	matrix	9	2.197224577	two refs	18	2.890371758	30.46666667	2	50	3.931825633	3.526360525	0	1	2.890371758	Absolute	34	3.526360525	1	0	1	0	0	0	1	1	1
1	2	noWT	IN	13	7/11/2002 9:22:25	7/11/2002 9:22:39	14	00:14.0	3	Rel-Horiz	Relative	8		1	0	0	0	0	1	0	0	0	0	0	'=B3*B4																	49	1	S1	1	2	3	IN	49	3.891820298	13	2	0.693147181	00:14.0	0.233333333	14	zero refs col	8	2.079441542	3.4	zero refs	15	2.708050201	zero refs	15	2.708050201	zero refs	15	2.708050201	7.966666667	0	0	0	0	2.708050201	0	0	Relative	15	2.708050201	1	0	1	0	0	0	1	1	1
